Date,Actual_AQI,ARIMA_Predicted,Residual,Split
2022-01-02,307.8,286.1927263292606,21.607273670739403,train
2022-01-03,320.2,281.8580476619172,38.34195233808276,train
2022-01-04,320.2,288.8154565422184,31.384543457781604,train
2022-01-05,320.2,289.63103489161784,30.568965108382145,train
2022-01-06,320.2,290.8981897610713,29.30181023892868,train
2022-01-07,320.2,292.1640943928373,28.035905607162704,train
2022-01-08,307.3,293.4537490806143,13.846250919385739,train
2022-01-09,176.9,288.913135219759,-112.013135219759,train
2022-01-10,302.7,231.30011827340005,71.39988172659994,train
2022-01-11,166.1,291.13333804911707,-125.03333804911708,train
2022-01-12,177.9,226.12956059435837,-48.22956059435836,train
2022-01-13,314.7,234.47166825412052,80.22833174587947,train
2022-01-14,320.2,294.5675056257553,25.632494374244686,train
2022-01-15,320.2,293.9111915269266,26.288808473073402,train
2022-01-16,273.4,295.004592871527,-21.604592871527018,train
2022-01-17,231.0,274.7973379177236,-43.79733791772361,train
2022-01-18,231.0,257.2391494724651,-26.2391494724651,train
2022-01-19,268.8,257.9569215642699,10.843078435730092,train
2022-01-20,287.4,274.50373204283187,12.896267957168106,train
2022-01-21,320.2,281.8729195888924,38.3270804111076,train
2022-01-22,260.4,296.6050659872076,-36.205065987207604,train
2022-01-23,220.2,269.4381349849,-49.2381349849,train
2022-01-24,182.5,252.98506176321,-70.48506176321001,train
2022-01-25,287.4,236.20816475451545,51.191835245484526,train
2022-01-26,286.5,283.36203442179334,3.1379655782066607,train
2022-01-27,212.5,279.95560726206264,-67.45560726206264,train
2022-01-28,232.7,246.84101685067415,-14.141016850674163,train
2022-01-29,211.5,257.1590953130576,-45.659095313057605,train
2022-01-30,192.7,246.05848828187433,-53.358488281874344,train
2022-01-31,320.2,237.09314843276292,83.10685156723707,train
2022-02-01,306.4,293.91417364572936,12.485826354270614,train
2022-02-02,202.0,284.38700190226564,-82.38700190226564,train
2022-02-03,154.1,238.12057304461692,-84.02057304461692,train
2022-02-04,172.7,218.18574853560227,-45.48574853560228,train
2022-02-05,179.1,225.71856350896303,-46.618563508963035,train
2022-02-06,184.7,226.08958828472907,-41.389588284729086,train
2022-02-07,312.2,226.63080140320722,85.56919859679277,train
2022-02-08,292.4,282.4602231546466,9.939776845353379,train
2022-02-09,320.2,269.9626076622827,50.23739233771727,train
2022-02-10,312.5,283.4223776161145,29.07762238388551,train
2022-02-11,161.5,279.5869185825532,-118.08691858255321,train
2022-02-12,261.5,211.93363394958044,49.56636605041956,train
2022-02-13,220.1,259.8236660230126,-39.72366602301261,train
2022-02-14,320.2,237.46111873452602,82.73888126547396,train
2022-02-15,137.0,283.3092835813484,-146.30928358134838,train
2022-02-16,160.5,197.86507159145842,-37.36507159145842,train
2022-02-17,160.6,211.91335519588895,-51.31335519588896,train
2022-02-18,210.6,208.93150177926384,1.6684982207361543,train
2022-02-19,258.9,229.66836527365072,29.231634726349256,train
